,jurisdicción,región,año,mes,focosCalor,hectareas
0,Buenos Aires,Pampeana,2017,1,2844,0
1,Buenos Aires,Pampeana,2017,2,672,0
2,Buenos Aires,Pampeana,2017,3,597,0
3,Buenos Aires,Pampeana,2017,4,494,0
4,Buenos Aires,Pampeana,2017,5,353,0
5,Buenos Aires,Pampeana,2017,6,415,0
6,Buenos Aires,Pampeana,2017,7,449,0
7,Buenos Aires,Pampeana,2017,8,564,0
8,Buenos Aires,Pampeana,2017,9,603,0
9,Buenos Aires,Pampeana,2017,10,481,0
10,Buenos Aires,Pampeana,2017,11,465,0
11,Buenos Aires,Pampeana,2017,12,580,0
12,Catamarca,NOA,2017,1,79,0
13,Catamarca,NOA,2017,2,65,0
14,Catamarca,NOA,2017,3,6,0
15,Catamarca,NOA,2017,4,21,0
16,Catamarca,NOA,2017,5,31,0
17,Catamarca,NOA,2017,6,24,0
18,Catamarca,NOA,2017,7,77,0
19,Catamarca,NOA,2017,8,201,0
20,Catamarca,NOA,2017,9,180,0
21,Catamarca,NOA,2017,10,424,0
22,Catamarca,NOA,2017,11,1749,0
23,Catamarca,NOA,2017,12,31,0
24,Chaco,Norte,2017,1,204,0
25,Chaco,Norte,2017,2,204,0
26,Chaco,Norte,2017,3,103,0
27,Chaco,Norte,2017,4,47,0
28,Chaco,Norte,2017,5,31,0
29,Chaco,Norte,2017,6,224,0
30,Chaco,Norte,2017,7,4155,0
31,Chaco,Norte,2017,8,5111,0
32,Chaco,Norte,2017,9,1933,0
33,Chaco,Norte,2017,10,1739,0
34,Chaco,Norte,2017,11,1753,0
35,Chaco,Norte,2017,12,1952,0
36,Chubut,Pampeana,2017,1,65,0
37,Chubut,Pampeana,2017,2,39,0
38,Chubut,Pampeana,2017,3,5,0
39,Chubut,Pampeana,2017,4,7,0
40,Chubut,Pampeana,2017,5,7,0
41,Chubut,Pampeana,2017,6,3,0
42,Chubut,Pampeana,2017,7,5,0
43,Chubut,Pampeana,2017,8,4,0
44,Chubut,Pampeana,2017,9,6,0
45,Chubut,Pampeana,2017,10,4,0
46,Chubut,Pampeana,2017,11,21,0
47,Chubut,Pampeana,2017,12,53,0
48,CABA,Pampeana,2017,1,0,0
49,CABA,Pampeana,2017,2,0,0
50,CABA,Pampeana,2017,3,0,0
51,CABA,Pampeana,2017,4,0,0
52,CABA,Pampeana,2017,5,0,0
53,CABA,Pampeana,2017,6,0,0
54,CABA,Pampeana,2017,7,0,0
55,CABA,Pampeana,2017,8,0,0
56,CABA,Pampeana,2017,9,0,0
57,CABA,Pampeana,2017,10,0,0
58,CABA,Pampeana,2017,11,0,0
59,CABA,Pampeana,2017,12,0,0
60,Corrientes,NEA,2017,1,150,0
61,Corrientes,NEA,2017,2,165,0
62,Corrientes,NEA,2017,3,299,0
63,Corrientes,NEA,2017,4,310,0
64,Corrientes,NEA,2017,5,96,0
65,Corrientes,NEA,2017,6,370,0
66,Corrientes,NEA,2017,7,3397,0
67,Corrientes,NEA,2017,8,3392,0
68,Corrientes,NEA,2017,9,576,0
69,Corrientes,NEA,2017,10,442,0
70,Corrientes,NEA,2017,11,774,0
71,Corrientes,NEA,2017,12,1172,0
72,Córdoba,Centro,2017,1,84,0
73,Córdoba,Centro,2017,2,56,0
74,Córdoba,Centro,2017,3,87,0
75,Córdoba,Centro,2017,4,98,0
76,Córdoba,Centro,2017,5,81,0
77,Córdoba,Centro,2017,6,209,0
78,Córdoba,Centro,2017,7,614,0
79,Córdoba,Centro,2017,8,843,0
80,Córdoba,Centro,2017,9,565,0
81,Córdoba,Centro,2017,10,621,0
82,Córdoba,Centro,2017,11,1286,0
83,Córdoba,Centro,2017,12,194,0
84,Entre Ríos,NEA,2017,1,44,0
85,Entre Ríos,NEA,2017,2,18,0
86,Entre Ríos,NEA,2017,3,66,0
87,Entre Ríos,NEA,2017,4,137,0
88,Entre Ríos,NEA,2017,5,52,0
89,Entre Ríos,NEA,2017,6,100,0
90,Entre Ríos,NEA,2017,7,290,0
91,Entre Ríos,NEA,2017,8,180,0
92,Entre Ríos,NEA,2017,9,90,0
93,Entre Ríos,NEA,2017,10,105,0
94,Entre Ríos,NEA,2017,11,236,0
95,Entre Ríos,NEA,2017,12,449,0
96,Formosa,Norte,2017,1,856,0
97,Formosa,Norte,2017,2,428,0
98,Formosa,Norte,2017,3,180,0
99,Formosa,Norte,2017,4,99,0
100,Formosa,Norte,2017,5,7,0
101,Formosa,Norte,2017,6,340,0
102,Formosa,Norte,2017,7,3865,0
103,Formosa,Norte,2017,8,7437,0
104,Formosa,Norte,2017,9,4075,0
105,Formosa,Norte,2017,10,2418,0
106,Formosa,Norte,2017,11,2075,0
107,Formosa,Norte,2017,12,1116,0
108,Jujuy,NOA,2017,1,53,0
109,Jujuy,NOA,2017,2,29,0
110,Jujuy,NOA,2017,3,15,0
111,Jujuy,NOA,2017,4,10,0
112,Jujuy,NOA,2017,5,12,0
113,Jujuy,NOA,2017,6,146,0
114,Jujuy,NOA,2017,7,153,0
115,Jujuy,NOA,2017,8,266,0
116,Jujuy,NOA,2017,9,126,0
117,Jujuy,NOA,2017,10,261,0
118,Jujuy,NOA,2017,11,195,0
119,Jujuy,NOA,2017,12,64,0
120,La Pampa,Pampeana,2017,1,19009,0
121,La Pampa,Pampeana,2017,2,814,0
122,La Pampa,Pampeana,2017,3,741,0
123,La Pampa,Pampeana,2017,4,57,0
124,La Pampa,Pampeana,2017,5,18,0
125,La Pampa,Pampeana,2017,6,46,0
126,La Pampa,Pampeana,2017,7,63,0
127,La Pampa,Pampeana,2017,8,690,0
128,La Pampa,Pampeana,2017,9,336,0
129,La Pampa,Pampeana,2017,10,229,0
130,La Pampa,Pampeana,2017,11,465,0
131,La Pampa,Pampeana,2017,12,1512,0
132,La Rioja,Centro,2017,1,94,0
133,La Rioja,Centro,2017,2,14,0
134,La Rioja,Centro,2017,3,9,0
135,La Rioja,Centro,2017,4,18,0
136,La Rioja,Centro,2017,5,27,0
137,La Rioja,Centro,2017,6,61,0
138,La Rioja,Centro,2017,7,64,0
139,La Rioja,Centro,2017,8,318,0
140,La Rioja,Centro,2017,9,1874,0
141,La Rioja,Centro,2017,10,2306,0
142,La Rioja,Centro,2017,11,1389,0
143,La Rioja,Centro,2017,12,66,0
144,Mendoza,Pampeana,2017,1,1903,0
145,Mendoza,Pampeana,2017,2,371,0
146,Mendoza,Pampeana,2017,3,200,0
147,Mendoza,Pampeana,2017,4,90,0
148,Mendoza,Pampeana,2017,5,83,0
149,Mendoza,Pampeana,2017,6,291,0
150,Mendoza,Pampeana,2017,7,493,0
151,Mendoza,Pampeana,2017,8,940,0
152,Mendoza,Pampeana,2017,9,583,0
153,Mendoza,Pampeana,2017,10,433,0
154,Mendoza,Pampeana,2017,11,545,0
155,Mendoza,Pampeana,2017,12,309,0
156,Misiones,NEA,2017,1,99,0
157,Misiones,NEA,2017,2,109,0
158,Misiones,NEA,2017,3,140,0
159,Misiones,NEA,2017,4,97,0
160,Misiones,NEA,2017,5,16,0
161,Misiones,NEA,2017,6,244,0
162,Misiones,NEA,2017,7,1961,0
163,Misiones,NEA,2017,8,1358,0
164,Misiones,NEA,2017,9,853,0
165,Misiones,NEA,2017,10,117,0
166,Misiones,NEA,2017,11,308,0
167,Misiones,NEA,2017,12,167,0
168,Neuquén,Pampeana,2017,1,429,0
169,Neuquén,Pampeana,2017,2,286,0
170,Neuquén,Pampeana,2017,3,266,0
171,Neuquén,Pampeana,2017,4,208,0
172,Neuquén,Pampeana,2017,5,121,0
173,Neuquén,Pampeana,2017,6,85,0
174,Neuquén,Pampeana,2017,7,131,0
175,Neuquén,Pampeana,2017,8,197,0
176,Neuquén,Pampeana,2017,9,198,0
177,Neuquén,Pampeana,2017,10,98,0
178,Neuquén,Pampeana,2017,11,176,0
179,Neuquén,Pampeana,2017,12,196,0
180,Río Negro,Pampeana,2017,1,2936,0
181,Río Negro,Pampeana,2017,2,3505,0
182,Río Negro,Pampeana,2017,3,574,0
183,Río Negro,Pampeana,2017,4,43,0
184,Río Negro,Pampeana,2017,5,26,0
185,Río Negro,Pampeana,2017,6,55,0
186,Río Negro,Pampeana,2017,7,87,0
187,Río Negro,Pampeana,2017,8,381,0
188,Río Negro,Pampeana,2017,9,310,0
189,Río Negro,Pampeana,2017,10,156,0
190,Río Negro,Pampeana,2017,11,166,0
191,Río Negro,Pampeana,2017,12,1292,0
192,Salta,NOA,2017,1,518,0
193,Salta,NOA,2017,2,171,0
194,Salta,NOA,2017,3,18,0
195,Salta,NOA,2017,4,13,0
196,Salta,NOA,2017,5,30,0
197,Salta,NOA,2017,6,207,0
198,Salta,NOA,2017,7,449,0
199,Salta,NOA,2017,8,1645,0
200,Salta,NOA,2017,9,2901,0
201,Salta,NOA,2017,10,2048,0
202,Salta,NOA,2017,11,2302,0
203,Salta,NOA,2017,12,551,0
204,San Juan,Centro,2017,1,266,0
205,San Juan,Centro,2017,2,24,0
206,San Juan,Centro,2017,3,32,0
207,San Juan,Centro,2017,4,16,0
208,San Juan,Centro,2017,5,33,0
209,San Juan,Centro,2017,6,121,0
210,San Juan,Centro,2017,7,138,0
211,San Juan,Centro,2017,8,205,0
212,San Juan,Centro,2017,9,207,0
213,San Juan,Centro,2017,10,233,0
214,San Juan,Centro,2017,11,839,0
215,San Juan,Centro,2017,12,11,0
216,San Luis,Centro,2017,1,1461,0
217,San Luis,Centro,2017,2,81,0
218,San Luis,Centro,2017,3,72,0
219,San Luis,Centro,2017,4,12,0
220,San Luis,Centro,2017,5,11,0
221,San Luis,Centro,2017,6,96,0
222,San Luis,Centro,2017,7,86,0
223,San Luis,Centro,2017,8,410,0
224,San Luis,Centro,2017,9,436,0
225,San Luis,Centro,2017,10,2886,0
226,San Luis,Centro,2017,11,473,0
227,San Luis,Centro,2017,12,234,0
228,Santa Cruz,Pampeana,2017,1,21,0
229,Santa Cruz,Pampeana,2017,2,29,0
230,Santa Cruz,Pampeana,2017,3,13,0
231,Santa Cruz,Pampeana,2017,4,12,0
232,Santa Cruz,Pampeana,2017,5,10,0
233,Santa Cruz,Pampeana,2017,6,8,0
234,Santa Cruz,Pampeana,2017,7,14,0
235,Santa Cruz,Pampeana,2017,8,10,0
236,Santa Cruz,Pampeana,2017,9,33,0
237,Santa Cruz,Pampeana,2017,10,19,0
238,Santa Cruz,Pampeana,2017,11,11,0
239,Santa Cruz,Pampeana,2017,12,35,0
240,Santa Fe,,2017,1,262,0
241,Santa Fe,,2017,2,204,0
242,Santa Fe,,2017,3,304,0
243,Santa Fe,,2017,4,636,0
244,Santa Fe,,2017,5,384,0
245,Santa Fe,,2017,6,1350,0
246,Santa Fe,,2017,7,3316,0
247,Santa Fe,,2017,8,3792,0
248,Santa Fe,,2017,9,1815,0
249,Santa Fe,,2017,10,1256,0
250,Santa Fe,,2017,11,2308,0
251,Santa Fe,,2017,12,1855,0
252,Santiago del Estero,,2017,1,296,0
253,Santiago del Estero,,2017,2,133,0
254,Santiago del Estero,,2017,3,281,0
255,Santiago del Estero,,2017,4,264,0
256,Santiago del Estero,,2017,5,198,0
257,Santiago del Estero,,2017,6,966,0
258,Santiago del Estero,,2017,7,3105,0
259,Santiago del Estero,,2017,8,4642,0
260,Santiago del Estero,,2017,9,4429,0
261,Santiago del Estero,,2017,10,2173,0
262,Santiago del Estero,,2017,11,1918,0
263,Santiago del Estero,,2017,12,501,0
264,Tierra del Fuego,,2017,1,4,0
265,Tierra del Fuego,,2017,2,9,0
266,Tierra del Fuego,,2017,3,10,0
267,Tierra del Fuego,,2017,4,2,0
268,Tierra del Fuego,,2017,5,16,0
269,Tierra del Fuego,,2017,6,11,0
270,Tierra del Fuego,,2017,7,7,0
271,Tierra del Fuego,,2017,8,6,0
272,Tierra del Fuego,,2017,9,105,0
273,Tierra del Fuego,,2017,10,0,0
274,Tierra del Fuego,,2017,11,2,0
275,Tierra del Fuego,,2017,12,6,0
276,Tucumán,NOA,2017,1,44,0
277,Tucumán,NOA,2017,2,20,0
278,Tucumán,NOA,2017,3,8,0
279,Tucumán,NOA,2017,4,3,0
280,Tucumán,NOA,2017,5,4,0
281,Tucumán,NOA,2017,6,106,0
282,Tucumán,NOA,2017,7,570,0
283,Tucumán,NOA,2017,8,1412,0
284,Tucumán,NOA,2017,9,1088,0
285,Tucumán,NOA,2017,10,542,0
286,Tucumán,NOA,2017,11,152,0
287,Tucumán,NOA,2017,12,34,0
288,Buenos Aires,Pampeana,2018,1,864,0
289,Buenos Aires,Pampeana,2018,2,2014,0
290,Buenos Aires,Pampeana,2018,3,1291,0
291,Buenos Aires,Pampeana,2018,4,405,0
292,Buenos Aires,Pampeana,2018,5,268,0
293,Buenos Aires,Pampeana,2018,6,559,0
294,Buenos Aires,Pampeana,2018,7,297,0
295,Buenos Aires,Pampeana,2018,8,1154,0
296,Buenos Aires,Pampeana,2018,9,898,0
297,Buenos Aires,Pampeana,2018,10,582,0
298,Buenos Aires,Pampeana,2018,11,391,0
299,Buenos Aires,Pampeana,2018,12,440,0
300,Catamarca,NOA,2018,1,29,0
301,Catamarca,NOA,2018,2,11,0
302,Catamarca,NOA,2018,3,36,0
303,Catamarca,NOA,2018,4,15,0
304,Catamarca,NOA,2018,5,29,0
305,Catamarca,NOA,2018,6,86,0
306,Catamarca,NOA,2018,7,65,0
307,Catamarca,NOA,2018,8,191,0
308,Catamarca,NOA,2018,9,382,0
309,Catamarca,NOA,2018,10,49,0
310,Catamarca,NOA,2018,11,70,0
311,Catamarca,NOA,2018,12,30,0
312,Chaco,Norte,2018,1,670,0
313,Chaco,Norte,2018,2,132,0
314,Chaco,Norte,2018,3,179,0
315,Chaco,Norte,2018,4,603,0
316,Chaco,Norte,2018,5,149,0
317,Chaco,Norte,2018,6,348,0
318,Chaco,Norte,2018,7,873,0
319,Chaco,Norte,2018,8,5448,0
320,Chaco,Norte,2018,9,3717,0
321,Chaco,Norte,2018,10,564,0
322,Chaco,Norte,2018,11,217,0
323,Chaco,Norte,2018,12,354,0
324,Chubut,Pampeana,2018,1,34,0
325,Chubut,Pampeana,2018,2,99,0
326,Chubut,Pampeana,2018,3,15,0
327,Chubut,Pampeana,2018,4,10,0
328,Chubut,Pampeana,2018,5,6,0
329,Chubut,Pampeana,2018,6,12,0
330,Chubut,Pampeana,2018,7,10,0
331,Chubut,Pampeana,2018,8,20,0
332,Chubut,Pampeana,2018,9,2,0
333,Chubut,Pampeana,2018,10,14,0
334,Chubut,Pampeana,2018,11,13,0
335,Chubut,Pampeana,2018,12,11,0
336,CABA,Pampeana,2018,1,0,0
337,CABA,Pampeana,2018,2,0,0
338,CABA,Pampeana,2018,3,1,0
339,CABA,Pampeana,2018,4,0,0
340,CABA,Pampeana,2018,5,0,0
341,CABA,Pampeana,2018,6,1,0
342,CABA,Pampeana,2018,7,0,0
343,CABA,Pampeana,2018,8,0,0
344,CABA,Pampeana,2018,9,0,0
345,CABA,Pampeana,2018,10,0,0
346,CABA,Pampeana,2018,11,0,0
347,CABA,Pampeana,2018,12,0,0
348,Corrientes,NEA,2018,1,1139,0
349,Corrientes,NEA,2018,2,786,0
350,Corrientes,NEA,2018,3,1112,0
351,Corrientes,NEA,2018,4,873,0
352,Corrientes,NEA,2018,5,345,0
353,Corrientes,NEA,2018,6,439,0
354,Corrientes,NEA,2018,7,726,0
355,Corrientes,NEA,2018,8,5159,0
356,Corrientes,NEA,2018,9,2319,0
357,Corrientes,NEA,2018,10,460,0
358,Corrientes,NEA,2018,11,184,0
359,Corrientes,NEA,2018,12,174,0
360,Córdoba,Centro,2018,1,140,0
361,Córdoba,Centro,2018,2,237,0
362,Córdoba,Centro,2018,3,441,0
363,Córdoba,Centro,2018,4,131,0
364,Córdoba,Centro,2018,5,56,0
365,Córdoba,Centro,2018,6,145,0
366,Córdoba,Centro,2018,7,229,0
367,Córdoba,Centro,2018,8,694,0
368,Córdoba,Centro,2018,9,529,0
369,Córdoba,Centro,2018,10,458,0
370,Córdoba,Centro,2018,11,89,0
371,Córdoba,Centro,2018,12,92,0
372,Entre Ríos,NEA,2018,1,782,0
373,Entre Ríos,NEA,2018,2,1090,0
374,Entre Ríos,NEA,2018,3,807,0
375,Entre Ríos,NEA,2018,4,204,0
376,Entre Ríos,NEA,2018,5,76,0
377,Entre Ríos,NEA,2018,6,174,0
378,Entre Ríos,NEA,2018,7,148,0
379,Entre Ríos,NEA,2018,8,1459,0
380,Entre Ríos,NEA,2018,9,1202,0
381,Entre Ríos,NEA,2018,10,586,0
382,Entre Ríos,NEA,2018,11,156,0
383,Entre Ríos,NEA,2018,12,120,0
384,Formosa,Norte,2018,1,241,0
385,Formosa,Norte,2018,2,295,0
386,Formosa,Norte,2018,3,91,0
387,Formosa,Norte,2018,4,1390,0
388,Formosa,Norte,2018,5,900,0
389,Formosa,Norte,2018,6,547,0
390,Formosa,Norte,2018,7,788,0
391,Formosa,Norte,2018,8,10231,0
392,Formosa,Norte,2018,9,4946,0
393,Formosa,Norte,2018,10,294,0
394,Formosa,Norte,2018,11,80,0
395,Formosa,Norte,2018,12,341,0
396,Jujuy,NOA,2018,1,10,0
397,Jujuy,NOA,2018,2,20,0
398,Jujuy,NOA,2018,3,5,0
399,Jujuy,NOA,2018,4,2,0
400,Jujuy,NOA,2018,5,15,0
401,Jujuy,NOA,2018,6,97,0
402,Jujuy,NOA,2018,7,53,0
403,Jujuy,NOA,2018,8,174,0
404,Jujuy,NOA,2018,9,200,0
405,Jujuy,NOA,2018,10,128,0
406,Jujuy,NOA,2018,11,59,0
407,Jujuy,NOA,2018,12,39,0
408,La Pampa,Pampeana,2018,1,7739,0
409,La Pampa,Pampeana,2018,2,2804,0
410,La Pampa,Pampeana,2018,3,946,0
411,La Pampa,Pampeana,2018,4,208,0
412,La Pampa,Pampeana,2018,5,42,0
413,La Pampa,Pampeana,2018,6,68,0
414,La Pampa,Pampeana,2018,7,127,0
415,La Pampa,Pampeana,2018,8,826,0
416,La Pampa,Pampeana,2018,9,597,0
417,La Pampa,Pampeana,2018,10,314,0
418,La Pampa,Pampeana,2018,11,28,0
419,La Pampa,Pampeana,2018,12,664,0
420,La Rioja,Centro,2018,1,23,0
421,La Rioja,Centro,2018,2,29,0
422,La Rioja,Centro,2018,3,30,0
423,La Rioja,Centro,2018,4,26,0
424,La Rioja,Centro,2018,5,74,0
425,La Rioja,Centro,2018,6,67,0
426,La Rioja,Centro,2018,7,42,0
427,La Rioja,Centro,2018,8,151,0
428,La Rioja,Centro,2018,9,109,0
429,La Rioja,Centro,2018,10,66,0
430,La Rioja,Centro,2018,11,41,0
431,La Rioja,Centro,2018,12,9,0
432,Mendoza,Pampeana,2018,1,4607,0
433,Mendoza,Pampeana,2018,2,272,0
434,Mendoza,Pampeana,2018,3,250,0
435,Mendoza,Pampeana,2018,4,164,0
436,Mendoza,Pampeana,2018,5,113,0
437,Mendoza,Pampeana,2018,6,175,0
438,Mendoza,Pampeana,2018,7,294,0
439,Mendoza,Pampeana,2018,8,998,0
440,Mendoza,Pampeana,2018,9,840,0
441,Mendoza,Pampeana,2018,10,432,0
442,Mendoza,Pampeana,2018,11,185,0
443,Mendoza,Pampeana,2018,12,311,0
444,Misiones,NEA,2018,1,52,0
445,Misiones,NEA,2018,2,265,0
446,Misiones,NEA,2018,3,201,0
447,Misiones,NEA,2018,4,561,0
448,Misiones,NEA,2018,5,411,0
449,Misiones,NEA,2018,6,161,0
450,Misiones,NEA,2018,7,838,0
451,Misiones,NEA,2018,8,1685,0
452,Misiones,NEA,2018,9,806,0
453,Misiones,NEA,2018,10,126,0
454,Misiones,NEA,2018,11,99,0
455,Misiones,NEA,2018,12,218,0
456,Neuquén,Pampeana,2018,1,319,0
457,Neuquén,Pampeana,2018,2,204,0
458,Neuquén,Pampeana,2018,3,287,0
459,Neuquén,Pampeana,2018,4,184,0
460,Neuquén,Pampeana,2018,5,128,0
461,Neuquén,Pampeana,2018,6,153,0
462,Neuquén,Pampeana,2018,7,176,0
463,Neuquén,Pampeana,2018,8,491,0
464,Neuquén,Pampeana,2018,9,366,0
465,Neuquén,Pampeana,2018,10,314,0
466,Neuquén,Pampeana,2018,11,259,0
467,Neuquén,Pampeana,2018,12,288,0
468,Río Negro,Pampeana,2018,1,1290,0
469,Río Negro,Pampeana,2018,2,736,0
470,Río Negro,Pampeana,2018,3,445,0
471,Río Negro,Pampeana,2018,4,186,0
472,Río Negro,Pampeana,2018,5,31,0
473,Río Negro,Pampeana,2018,6,46,0
474,Río Negro,Pampeana,2018,7,46,0
475,Río Negro,Pampeana,2018,8,221,0
476,Río Negro,Pampeana,2018,9,266,0
477,Río Negro,Pampeana,2018,10,111,0
478,Río Negro,Pampeana,2018,11,81,0
479,Río Negro,Pampeana,2018,12,189,0
480,Salta,NOA,2018,1,202,0
481,Salta,NOA,2018,2,74,0
482,Salta,NOA,2018,3,57,0
483,Salta,NOA,2018,4,138,0
484,Salta,NOA,2018,5,168,0
485,Salta,NOA,2018,6,239,0
486,Salta,NOA,2018,7,236,0
487,Salta,NOA,2018,8,2244,0
488,Salta,NOA,2018,9,3021,0
489,Salta,NOA,2018,10,905,0
490,Salta,NOA,2018,11,299,0
491,Salta,NOA,2018,12,198,0
492,San Juan,Centro,2018,1,29,0
493,San Juan,Centro,2018,2,27,0
494,San Juan,Centro,2018,3,66,0
495,San Juan,Centro,2018,4,35,0
496,San Juan,Centro,2018,5,51,0
497,San Juan,Centro,2018,6,116,0
498,San Juan,Centro,2018,7,179,0
499,San Juan,Centro,2018,8,279,0
500,San Juan,Centro,2018,9,515,0
501,San Juan,Centro,2018,10,616,0
502,San Juan,Centro,2018,11,102,0
503,San Juan,Centro,2018,12,30,0
504,San Luis,Centro,2018,1,518,0
505,San Luis,Centro,2018,2,213,0
506,San Luis,Centro,2018,3,687,0
507,San Luis,Centro,2018,4,20,0
508,San Luis,Centro,2018,5,142,0
509,San Luis,Centro,2018,6,92,0
510,San Luis,Centro,2018,7,122,0
511,San Luis,Centro,2018,8,1718,0
512,San Luis,Centro,2018,9,238,0
513,San Luis,Centro,2018,10,886,0
514,San Luis,Centro,2018,11,149,0
515,San Luis,Centro,2018,12,380,0
516,Santa Cruz,Pampeana,2018,1,34,0
517,Santa Cruz,Pampeana,2018,2,83,0
518,Santa Cruz,Pampeana,2018,3,30,0
519,Santa Cruz,Pampeana,2018,4,47,0
520,Santa Cruz,Pampeana,2018,5,102,0
521,Santa Cruz,Pampeana,2018,6,14,0
522,Santa Cruz,Pampeana,2018,7,25,0
523,Santa Cruz,Pampeana,2018,8,24,0
524,Santa Cruz,Pampeana,2018,9,27,0
525,Santa Cruz,Pampeana,2018,10,26,0
526,Santa Cruz,Pampeana,2018,11,31,0
527,Santa Cruz,Pampeana,2018,12,50,0
528,Santa Fe,,2018,1,2364,0
529,Santa Fe,,2018,2,3206,0
530,Santa Fe,,2018,3,3597,0
531,Santa Fe,,2018,4,2423,0
532,Santa Fe,,2018,5,532,0
533,Santa Fe,,2018,6,1602,0
534,Santa Fe,,2018,7,1814,0
535,Santa Fe,,2018,8,8264,0
536,Santa Fe,,2018,9,4210,0
537,Santa Fe,,2018,10,1176,0
538,Santa Fe,,2018,11,748,0
539,Santa Fe,,2018,12,817,0
540,Santiago del Estero,,2018,1,434,0
541,Santiago del Estero,,2018,2,564,0
542,Santiago del Estero,,2018,3,970,0
543,Santiago del Estero,,2018,4,812,0
544,Santiago del Estero,,2018,5,135,0
545,Santiago del Estero,,2018,6,485,0
546,Santiago del Estero,,2018,7,1159,0
547,Santiago del Estero,,2018,8,5560,0
548,Santiago del Estero,,2018,9,3565,0
549,Santiago del Estero,,2018,10,799,0
550,Santiago del Estero,,2018,11,397,0
551,Santiago del Estero,,2018,12,259,0
552,Tierra del Fuego,,2018,1,10,0
553,Tierra del Fuego,,2018,2,7,0
554,Tierra del Fuego,,2018,3,15,0
555,Tierra del Fuego,,2018,4,2,0
556,Tierra del Fuego,,2018,5,2,0
557,Tierra del Fuego,,2018,6,8,0
558,Tierra del Fuego,,2018,7,6,0
559,Tierra del Fuego,,2018,8,14,0
560,Tierra del Fuego,,2018,9,13,0
561,Tierra del Fuego,,2018,10,8,0
562,Tierra del Fuego,,2018,11,22,0
563,Tierra del Fuego,,2018,12,9,0
564,Tucumán,NOA,2018,1,8,0
565,Tucumán,NOA,2018,2,11,0
566,Tucumán,NOA,2018,3,18,0
567,Tucumán,NOA,2018,4,20,0
568,Tucumán,NOA,2018,5,33,0
569,Tucumán,NOA,2018,6,389,0
570,Tucumán,NOA,2018,7,691,0
571,Tucumán,NOA,2018,8,2044,0
572,Tucumán,NOA,2018,9,1432,0
573,Tucumán,NOA,2018,10,206,0
574,Tucumán,NOA,2018,11,38,0
575,Tucumán,NOA,2018,12,16,0
576,Buenos Aires,Pampeana,2019,1,827,0
577,Buenos Aires,Pampeana,2019,2,816,0
578,Buenos Aires,Pampeana,2019,3,519,0
579,Buenos Aires,Pampeana,2019,4,574,0
580,Buenos Aires,Pampeana,2019,5,389,0
581,Buenos Aires,Pampeana,2019,6,320,0
582,Buenos Aires,Pampeana,2019,7,571,0
583,Buenos Aires,Pampeana,2019,8,1145,0
584,Buenos Aires,Pampeana,2019,9,1473,0
